2025-03-27 16:14:18.212767: Волк (2, 7) съел Олень на (2, 8). Голод: 0
2025-03-27 16:14:21.615090: Волк переместился с (0, 12) в (1, 11). Голод: 1
2025-03-27 16:14:21.632622: Олень переместился с (2, 12) в (3, 12). Голод: 3
2025-03-27 16:14:21.649899: Олень переместился с (14, 13) в (14, 14). Голод: 3
2025-03-27 16:14:21.667251: Олень переместился с (16, 4) в (15, 4). Голод: 1
2025-03-27 16:14:21.683776: Олень переместился с (8, 6) в (9, 5). Голод: 1
2025-03-27 16:14:21.701196: Олень переместился с (5, 6) в (4, 6). Голод: 3
2025-03-27 16:14:21.710393: Олень переместился с (19, 2) в (18, 2). Голод: 3
2025-03-27 16:14:21.719577: Олень переместился с (15, 11) в (14, 11). Голод: 3
2025-03-27 16:14:21.728797: Олень переместился с (13, 11) в (13, 10). Голод: 1
2025-03-27 16:14:21.738047: Олень переместился с (15, 12) в (16, 11). Голод: 3
2025-03-27 16:14:21.749262: Олень переместился с (2, 1) в (3, 0). Голод: 1
2025-03-27 16:14:21.759779: Олень переместился с (19, 7) в (0, 7). Голод: 1
2025-03-27 16:14:21.769047: Олень переместился с (19, 9) в (19, 10). Голод: 3
2025-03-27 16:14:21.778284: Олень переместился с (18, 4) в (19, 5). Голод: 3
2025-03-27 16:14:21.787424: Олень переместился с (10, 4) в (10, 3). Голод: 3
2025-03-27 16:14:21.796693: Олень переместился с (7, 12) в (6, 12). Голод: 3
2025-03-27 16:14:21.804955: Олень переместился с (5, 17) в (4, 16). Голод: 1
2025-03-27 16:14:21.815240: Олень переместился с (16, 9) в (17, 9). Голод: 3
2025-03-27 16:14:21.824371: Олень переместился с (12, 12) в (11, 13). Голод: 1
2025-03-27 16:14:21.834637: Олень переместился с (8, 13) в (9, 13). Голод: 1
2025-03-27 16:14:21.843943: Олень переместился с (1, 11) в (1, 12). Голод: 1
2025-03-27 16:14:21.854171: Олень переместился с (10, 2) в (9, 2). Голод: 1
2025-03-27 16:14:21.863444: Олень переместился с (2, 16) в (3, 15). Голод: 1
2025-03-27 16:14:21.873682: Олень переместился с (9, 8) в (8, 9). Голод: 1
2025-03-27 16:14:21.882853: Олень переместился с (0, 18) в (19, 19). Голод: 1
2025-03-27 16:14:21.894184: Олень переместился с (10, 11) в (11, 11). Голод: 3
2025-03-27 16:14:21.904413: Олень переместился с (1, 15) в (0, 15). Голод: 1
2025-03-27 16:14:21.913633: Олень переместился с (17, 0) в (16, 0). Голод: 3
2025-03-27 16:14:21.922847: Олень переместился с (5, 19) в (5, 0). Голод: 1
2025-03-27 16:14:21.946448: Олень переместился с (18, 9) в (19, 10). Голод: 3
2025-03-27 16:14:21.971031: Олень переместился с (19, 14) в (0, 13). Голод: 1
2025-03-27 16:14:21.993349: Олень переместился с (16, 17) в (15, 17). Голод: 1
2025-03-27 16:14:22.016836: Олень переместился с (7, 16) в (8, 16). Голод: 1
2025-03-27 16:14:22.040111: Олень переместился с (16, 7) в (16, 6). Голод: 1
2025-03-27 16:14:22.062374: Олень переместился с (0, 10) в (19, 11). Голод: 1
2025-03-27 16:14:22.085748: Олень переместился с (7, 3) в (6, 4). Голод: 3
2025-03-27 16:14:22.109343: Олень переместился с (10, 13) в (11, 12). Голод: 1
2025-03-27 16:14:22.131679: Олень переместился с (3, 3) в (3, 4). Голод: 1
2025-03-27 16:14:22.155042: Олень переместился с (15, 13) в (15, 14). Голод: 3
2025-03-27 16:14:22.182713: Олень переместился с (2, 19) в (3, 18). Голод: 1
2025-03-27 16:14:22.212286: Волк (5, 15) съел Олень на (4, 16). Голод: 0
2025-03-27 16:14:22.238401: Волк (15, 3) съел Олень на (15, 4). Голод: 0
2025-03-27 16:14:22.265404: Волк (18, 4) съел Олень на (19, 5). Голод: 0
2025-03-27 16:14:22.292709: Волк (11, 19) съел Олень на (12, 19). Голод: 0
2025-03-27 16:14:22.320283: Волк (14, 4) съел Олень на (15, 4). Голод: 0
2025-03-27 16:14:22.347978: Олень (15, 4) съел растение на (14, 5). Голод: 0
2025-03-27 16:14:22.375453: Олень (19, 0) съел растение на (18, 0). Голод: 0
2025-03-27 16:14:22.402156: Олень (4, 6) съел растение на (3, 6). Голод: 0
2025-03-27 16:14:22.411376: Олень (14, 11) съел растение на (15, 10). Голод: 0
2025-03-27 16:14:22.424494: Олень (19, 5) съел растение на (19, 4). Голод: 0
2025-03-27 16:14:22.439928: Олень (6, 12) съел растение на (5, 13). Голод: 0
2025-03-27 16:14:22.458362: Олень (9, 13) съел растение на (9, 14). Голод: 0
2025-03-27 16:14:22.476751: Олень (19, 19) съел растение на (18, 18). Голод: 0
2025-03-27 16:14:22.492211: Олень (11, 12) съел растение на (11, 13). Голод: 0
2025-03-27 16:14:22.509538: Олень (0, 13) съел растение на (1, 14). Голод: 0
2025-03-27 16:14:22.525855: Олень (16, 6) съел растение на (15, 6). Голод: 0
2025-03-27 16:14:22.535025: Волк переместился с (5, 14) в (6, 14). Голод: 5
2025-03-27 16:14:22.560629: Волк переместился с (5, 15) в (5, 14). Голод: 1
2025-03-27 16:14:22.583093: Волк переместился с (19, 16) в (19, 15). Голод: 5
2025-03-27 16:14:22.606449: Волк переместился с (7, 1) в (6, 0). Голод: 3
2025-03-27 16:14:22.632966: Волк переместился с (5, 19) в (6, 19). Голод: 5
2025-03-27 16:14:22.660386: Волк переместился с (5, 8) в (6, 9). Голод: 5
2025-03-27 16:14:22.682813: Волк переместился с (7, 7) в (8, 6). Голод: 5
2025-03-27 16:14:22.705442: Волк переместился с (8, 5) в (8, 6). Голод: 3
2025-03-27 16:14:22.727813: Волк переместился с (4, 12) в (3, 13). Голод: 3
2025-03-27 16:14:22.749297: Волк переместился с (12, 9) в (13, 9). Голод: 5
2025-03-27 16:14:22.772580: Волк переместился с (0, 3) в (19, 2). Голод: 5
2025-03-27 16:14:22.793854: Волк переместился с (15, 9) в (14, 10). Голод: 5
2025-03-27 16:14:22.816325: Волк переместился с (10, 18) в (9, 19). Голод: 5
2025-03-27 16:14:22.838910: Волк переместился с (17, 4) в (16, 3). Голод: 5
2025-03-27 16:14:22.861371: Волк переместился с (15, 3) в (16, 4). Голод: 1
2025-03-27 16:14:22.883743: Волк переместился с (7, 16) в (8, 17). Голод: 3
2025-03-27 16:14:22.906070: Волк переместился с (5, 2) в (6, 2). Голод: 5
2025-03-27 16:14:22.928527: Волк переместился с (19, 10) в (18, 11). Голод: 5
2025-03-27 16:14:22.951092: Волк переместился с (4, 3) в (3, 2). Голод: 5
2025-03-27 16:14:22.973574: Волк переместился с (15, 15) в (16, 16). Голод: 3
2025-03-27 16:14:22.996159: Волк переместился с (6, 0) в (7, 1). Голод: 5
2025-03-27 16:14:23.017647: Волк переместился с (7, 18) в (8, 19). Голод: 5
2025-03-27 16:14:23.043215: Волк переместился с (14, 2) в (14, 3). Голод: 5
2025-03-27 16:14:23.068523: Волк переместился с (17, 8) в (17, 7). Голод: 3
2025-03-27 16:14:23.077812: Волк переместился с (18, 4) в (17, 4). Голод: 1
2025-03-27 16:14:23.087075: Волк переместился с (14, 4) в (14, 5). Голод: 1
2025-03-27 16:14:23.098247: Волк переместился с (4, 2) в (4, 1). Голод: 5
2025-03-27 16:14:23.108451: Волк переместился с (9, 10) в (8, 10). Голод: 3
2025-03-27 16:14:23.118622: Волк переместился с (2, 18) в (1, 18). Голод: 3
2025-03-27 16:14:23.129887: Волк переместился с (1, 11) в (0, 10). Голод: 3
2025-03-27 16:14:23.140127: Олень переместился с (14, 14) в (14, 15). Голод: 5
2025-03-27 16:14:23.151380: Олень переместился с (15, 4) в (14, 4). Голод: 1
2025-03-27 16:14:23.161646: Олень переместился с (19, 0) в (18, 19). Голод: 1
2025-03-27 16:14:23.170956: Олень переместился с (9, 5) в (8, 4). Голод: 3
2025-03-27 16:14:23.180145: Олень переместился с (4, 6) в (5, 6). Голод: 1
2025-03-27 16:14:23.189297: Олень переместился с (18, 2) в (18, 1). Голод: 5
2025-03-27 16:14:23.198548: Олень переместился с (14, 11) в (15, 11). Голод: 1
2025-03-27 16:14:23.207782: Олень переместился с (13, 12) в (14, 12). Голод: 5
2025-03-27 16:14:23.216049: Олень переместился с (16, 11) в (16, 12). Голод: 5
2025-03-27 16:14:23.225196: Олень переместился с (3, 0) в (3, 1). Голод: 3
2025-03-27 16:14:23.235392: Олень переместился с (19, 5) в (0, 5). Голод: 1
2025-03-27 16:14:23.244626: Олень переместился с (10, 3) в (9, 2). Голод: 5
2025-03-27 16:14:23.253861: Олень переместился с (6, 12) в (7, 11). Голод: 1
2025-03-27 16:14:23.263107: Олень переместился с (4, 16) в (3, 15). Голод: 3
2025-03-27 16:14:23.271274: Олень переместился с (9, 13) в (10, 14). Голод: 1
2025-03-27 16:14:23.280454: Олень переместился с (8, 9) в (7, 8). Голод: 3
2025-03-27 16:14:23.289754: Олень переместился с (19, 19) в (18, 0). Голод: 1
2025-03-27 16:14:23.298969: Олень переместился с (11, 12) в (10, 13). Голод: 1
2025-03-27 16:14:23.308139: Олень переместился с (16, 0) в (15, 0). Голод: 5
2025-03-27 16:14:23.317334: Олень переместился с (5, 0) в (4, 19). Голод: 3
2025-03-27 16:14:23.326591: Олень переместился с (0, 13) в (1, 14). Голод: 1
2025-03-27 16:14:23.335831: Олень переместился с (16, 6) в (15, 5). Голод: 1
2025-03-27 16:14:23.344977: Олень переместился с (19, 11) в (0, 10). Голод: 3
2025-03-27 16:14:23.357879: Волк (16, 10) съел Олень на (15, 11). Голод: 0
2025-03-27 16:14:23.366027: Волк (7, 3) съел Олень на (8, 4). Голод: 0
2025-03-27 16:14:23.374988: Волк (16, 4) съел Олень на (15, 5). Голод: 0
2025-03-27 16:14:23.384987: Волк (16, 4) и Волк (17, 4) размножились. Новый детеныш на (16, 4)
2025-03-27 16:14:23.393029: Волк (8, 10) съел Олень на (7, 11). Голод: 0
2025-03-27 16:14:23.402987: Олень (0, 15) и Олень (1, 14) размножились. Новый детеныш на (0, 14)
2025-03-27 16:14:23.410989: Олень (4, 19) и Олень (3, 18) размножились. Новый детеныш на (3, 18)
2025-03-27 16:14:23.419984: Олень (1, 14) съел растение на (0, 14). Голод: 0
2025-03-27 16:14:23.429985: Волк переместился с (5, 14) в (4, 13). Голод: 3
2025-03-27 16:14:23.439031: Волк переместился с (16, 14) в (15, 14). Голод: 5
2025-03-27 16:14:23.447990: Волк переместился с (16, 10) в (17, 10). Голод: 1
2025-03-27 16:14:23.457029: Волк переместился с (6, 0) в (5, 19). Голод: 5
2025-03-27 16:14:23.465989: Волк переместился с (3, 13) в (4, 14). Голод: 5
2025-03-27 16:14:23.475987: Волк переместился с (7, 3) в (8, 2). Голод: 1
2025-03-27 16:14:23.484976: Волк переместился с (16, 4) в (15, 4). Голод: 1
2025-03-27 16:14:23.494131: Волк переместился с (17, 7) в (16, 6). Голод: 5
2025-03-27 16:14:23.503332: Волк переместился с (17, 4) в (18, 5). Голод: 3
2025-03-27 16:14:23.512547: Волк переместился с (11, 19) в (12, 0). Голод: 3
2025-03-27 16:14:23.521858: Волк переместился с (8, 10) в (7, 9). Голод: 1
2025-03-27 16:14:23.531077: Волк переместился с (1, 18) в (0, 19). Голод: 5
2025-03-27 16:14:23.540264: Волк переместился с (0, 10) в (19, 11). Голод: 5
2025-03-27 16:14:23.549496: Олень переместился с (18, 19) в (19, 0). Голод: 3
2025-03-27 16:14:23.574293: Олень переместился с (8, 4) в (7, 3). Голод: 5
2025-03-27 16:14:23.607040: Олень переместился с (15, 11) в (16, 11). Голод: 3
2025-03-27 16:14:23.622383: Олень переместился с (3, 1) в (3, 0). Голод: 5
2025-03-27 16:14:23.636746: Олень переместился с (7, 11) в (7, 12). Голод: 3
2025-03-27 16:14:23.651320: Олень переместился с (7, 8) в (8, 9). Голод: 5
2025-03-27 16:14:23.667535: Олень переместился с (18, 0) в (18, 1). Голод: 3
2025-03-27 16:14:23.679685: Олень переместился с (10, 13) в (11, 14). Голод: 3
2025-03-27 16:14:23.689973: Олень переместился с (0, 15) в (19, 14). Голод: 5
2025-03-27 16:14:23.699178: Олень переместился с (4, 19) в (3, 0). Голод: 5
2025-03-27 16:14:23.710297: Олень переместился с (3, 18) в (4, 19). Голод: 5
2025-03-27 16:14:24.222209: Олень (19, 0) и Олень (18, 1) размножились. Новый детеныш на (18, 0)
2025-03-27 16:14:24.222891: Олень (5, 6) съел растение на (5, 7). Голод: 0
2025-03-27 16:14:24.232163: Олень (11, 14) съел растение на (10, 14). Голод: 0
2025-03-27 16:14:24.240463: Волк переместился с (17, 10) в (17, 11). Голод: 3
2025-03-27 16:14:24.249558: Волк переместился с (8, 2) в (7, 2). Голод: 3
2025-03-27 16:14:24.258765: Волк переместился с (12, 0) в (12, 19). Голод: 5
2025-03-27 16:14:24.268061: Волк переместился с (14, 5) в (14, 4). Голод: 5
2025-03-27 16:14:24.291550: Олень переместился с (19, 0) в (18, 19). Голод: 5
2025-03-27 16:14:24.318004: Олень переместился с (5, 6) в (6, 5). Голод: 1
2025-03-27 16:14:24.344545: Олень переместился с (18, 1) в (18, 0). Голод: 5
2025-03-27 16:14:24.371162: Олень переместился с (11, 14) в (11, 13). Голод: 1
2025-03-27 16:14:24.397764: Олень переместился с (1, 14) в (0, 13). Голод: 3
2025-03-27 16:14:24.424486: Волк переместился с (16, 4) в (16, 5). Голод: 1
2025-03-27 16:14:24.450822: Олень переместился с (0, 14) в (0, 13). Голод: 1
2025-03-27 16:14:24.477167: Олень переместился с (3, 18) в (4, 18). Голод: 1
2025-03-27 16:14:25.220154: Олень (6, 5) съел растение на (7, 5). Голод: 0
2025-03-27 16:14:25.220154: Волк переместился с (17, 11) в (18, 12). Голод: 5
2025-03-27 16:14:25.246636: Волк переместился с (7, 2) в (6, 3). Голод: 5
2025-03-27 16:14:25.273356: Волк переместился с (15, 4) в (14, 4). Голод: 5
2025-03-27 16:14:25.299949: Волк переместился с (7, 9) в (6, 8). Голод: 5
2025-03-27 16:14:25.326566: Олень переместился с (6, 5) в (5, 4). Голод: 1
2025-03-27 16:14:25.353095: Олень переместился с (11, 13) в (12, 13). Голод: 3
2025-03-27 16:14:25.362927: Олень переместился с (0, 13) в (0, 12). Голод: 5
2025-03-27 16:14:25.372059: Волк переместился с (16, 5) в (15, 5). Голод: 3
2025-03-27 16:14:25.381314: Олень переместился с (4, 18) в (4, 19). Голод: 3
2025-03-27 16:14:25.391538: Олень переместился с (18, 0) в (19, 1). Голод: 1
2025-03-27 16:14:26.223037: Олень переместился с (12, 13) в (11, 12). Голод: 5
2025-03-27 16:14:26.223654: Волк переместился с (15, 5) в (14, 5). Голод: 5
2025-03-27 16:14:26.232948: Олень переместился с (4, 19) в (5, 18). Голод: 5
2025-03-27 16:14:26.257219: Олень переместился с (19, 1) в (18, 0). Голод: 3
