2025-03-27 16:22:30.905466: Волк (11, 9) съел Олень на (12, 10). Голод: 0
2025-03-27 16:22:34.060775: Волк переместился с (3, 11) в (4, 11). Голод: 3
2025-03-27 16:22:34.068989: Волк переместился с (18, 1) в (19, 2). Голод: 1
2025-03-27 16:22:34.078262: Олень переместился с (2, 13) в (1, 14). Голод: 1
2025-03-27 16:22:34.087412: Олень переместился с (4, 4) в (5, 4). Голод: 1
2025-03-27 16:22:34.097628: Олень переместился с (18, 17) в (17, 16). Голод: 1
2025-03-27 16:22:34.106993: Олень переместился с (18, 9) в (18, 10). Голод: 1
2025-03-27 16:22:34.116327: Олень переместился с (18, 3) в (19, 3). Голод: 3
2025-03-27 16:22:34.125549: Олень переместился с (16, 3) в (17, 4). Голод: 3
2025-03-27 16:22:34.134735: Олень переместился с (1, 2) в (1, 1). Голод: 1
2025-03-27 16:22:34.143934: Олень переместился с (0, 1) в (1, 0). Голод: 3
2025-03-27 16:22:34.153232: Олень переместился с (11, 13) в (12, 13). Голод: 3
2025-03-27 16:22:34.162447: Олень переместился с (3, 4) в (3, 5). Голод: 1
2025-03-27 16:22:34.171626: Олень переместился с (1, 10) в (1, 11). Голод: 3
2025-03-27 16:22:34.180819: Олень переместился с (8, 10) в (9, 9). Голод: 1
2025-03-27 16:22:34.191044: Олень переместился с (8, 12) в (8, 13). Голод: 1
2025-03-27 16:22:34.200299: Олень переместился с (13, 14) в (12, 13). Голод: 1
2025-03-27 16:22:34.209571: Олень переместился с (6, 3) в (6, 2). Голод: 1
2025-03-27 16:22:34.218699: Олень переместился с (4, 0) в (4, 19). Голод: 3
2025-03-27 16:22:34.227958: Олень переместился с (14, 8) в (14, 7). Голод: 3
2025-03-27 16:22:34.237200: Олень переместился с (2, 6) в (1, 6). Голод: 1
2025-03-27 16:22:34.246428: Олень переместился с (4, 7) в (5, 7). Голод: 3
2025-03-27 16:22:34.255695: Олень переместился с (18, 0) в (18, 1). Голод: 3
2025-03-27 16:22:34.264811: Олень переместился с (6, 12) в (5, 11). Голод: 3
2025-03-27 16:22:34.273729: Олень переместился с (2, 19) в (3, 19). Голод: 1
2025-03-27 16:22:34.282868: Олень переместился с (8, 19) в (9, 18). Голод: 1
2025-03-27 16:22:34.292125: Олень переместился с (7, 0) в (7, 1). Голод: 1
2025-03-27 16:22:34.300416: Олень переместился с (1, 9) в (2, 8). Голод: 3
2025-03-27 16:22:34.311593: Олень (17, 16) съел растение на (17, 15). Голод: 0
2025-03-27 16:22:34.323788: Олень (18, 10) съел растение на (19, 11). Голод: 0
2025-03-27 16:22:34.333746: Олень (1, 0) съел растение на (1, 1). Голод: 0
2025-03-27 16:22:34.344790: Олень (12, 1) съел растение на (13, 2). Голод: 0
2025-03-27 16:22:34.354787: Олень (4, 19) съел растение на (5, 18). Голод: 0
2025-03-27 16:22:34.364745: Олень (14, 7) съел растение на (13, 8). Голод: 0
2025-03-27 16:22:34.374785: Олень (17, 10) съел растение на (17, 11). Голод: 0
2025-03-27 16:22:34.385746: Олень (16, 9) съел растение на (17, 9). Голод: 0
2025-03-27 16:22:34.397744: Олень (6, 10) съел растение на (6, 11). Голод: 0
2025-03-27 16:22:34.409785: Волк переместился с (3, 11) в (3, 10). Голод: 5
2025-03-27 16:22:34.419742: Волк переместился с (5, 11) в (6, 12). Голод: 3
2025-03-27 16:22:34.429786: Волк переместился с (16, 10) в (17, 10). Голод: 5
2025-03-27 16:22:34.441741: Волк переместился с (2, 18) в (3, 17). Голод: 5
2025-03-27 16:22:34.452895: Волк переместился с (17, 4) в (16, 5). Голод: 5
2025-03-27 16:22:34.463119: Волк переместился с (13, 18) в (13, 19). Голод: 5
2025-03-27 16:22:34.473410: Волк переместился с (19, 5) в (0, 5). Голод: 5
2025-03-27 16:22:34.483680: Волк переместился с (19, 3) в (0, 4). Голод: 5
2025-03-27 16:22:34.496909: Волк переместился с (11, 16) в (11, 15). Голод: 5
2025-03-27 16:22:34.505198: Волк переместился с (1, 13) в (2, 13). Голод: 5
2025-03-27 16:22:34.514431: Волк переместился с (11, 8) в (12, 9). Голод: 5
2025-03-27 16:22:34.527535: Волк переместился с (14, 3) в (13, 4). Голод: 5
2025-03-27 16:22:34.540845: Волк переместился с (3, 17) в (4, 18). Голод: 5
2025-03-27 16:22:34.557552: Волк переместился с (10, 15) в (9, 16). Голод: 5
2025-03-27 16:22:34.572020: Волк переместился с (16, 2) в (17, 2). Голод: 3
2025-03-27 16:22:34.589615: Волк переместился с (19, 6) в (18, 5). Голод: 5
2025-03-27 16:22:34.606962: Волк переместился с (6, 16) в (7, 15). Голод: 5
2025-03-27 16:22:34.625798: Волк переместился с (18, 4) в (19, 4). Голод: 5
2025-03-27 16:22:34.635958: Волк переместился с (3, 4) в (4, 5). Голод: 3
2025-03-27 16:22:34.647129: Волк переместился с (4, 11) в (5, 10). Голод: 5
2025-03-27 16:22:34.657282: Олень переместился с (17, 16) в (16, 16). Голод: 1
2025-03-27 16:22:34.666503: Олень переместился с (18, 10) в (17, 9). Голод: 1
2025-03-27 16:22:34.676587: Олень переместился с (12, 13) в (13, 13). Голод: 5
2025-03-27 16:22:34.684748: Олень переместился с (1, 11) в (2, 12). Голод: 5
2025-03-27 16:22:34.694898: Олень переместился с (12, 1) в (13, 0). Голод: 1
2025-03-27 16:22:34.702988: Олень переместился с (8, 13) в (8, 14). Голод: 3
2025-03-27 16:22:34.712155: Олень переместился с (6, 2) в (6, 1). Голод: 3
2025-03-27 16:22:34.722406: Олень переместился с (4, 19) в (3, 0). Голод: 1
2025-03-27 16:22:34.731501: Олень переместился с (14, 7) в (13, 7). Голод: 1
2025-03-27 16:22:34.740752: Олень переместился с (1, 6) в (0, 7). Голод: 3
2025-03-27 16:22:34.750914: Олень переместился с (5, 7) в (4, 6). Голод: 5
2025-03-27 16:22:34.760176: Олень переместился с (17, 10) в (18, 9). Голод: 1
2025-03-27 16:22:34.769376: Олень переместился с (16, 9) в (15, 9). Голод: 1
2025-03-27 16:22:34.778466: Олень переместился с (6, 10) в (7, 9). Голод: 1
2025-03-27 16:22:34.902414: Волк (17, 10) съел Олень на (18, 9). Голод: 0
2025-03-27 16:22:34.903106: Волк (3, 17) и Волк (4, 18) размножились. Новый детеныш на (3, 17)
2025-03-27 16:22:34.912096: Волк (0, 5) и Волк (0, 4) размножились. Новый детеныш на (0, 4)
2025-03-27 16:22:34.921096: Волк (2, 13) съел Олень на (2, 12). Голод: 0
2025-03-27 16:22:34.930100: Волк (2, 13) и Волк (1, 14) размножились. Новый детеныш на (1, 13)
2025-03-27 16:22:34.939096: Волк (4, 5) съел Олень на (4, 6). Голод: 0
2025-03-27 16:22:34.948097: Олень (17, 9) и Олень (18, 9) размножились. Новый детеныш на (17, 9)
2025-03-27 16:22:34.956096: Олень (1, 0) съел растение на (2, 0). Голод: 0
2025-03-27 16:22:34.965096: Олень (13, 13) съел растение на (14, 14). Голод: 0
2025-03-27 16:22:34.973100: Олень (8, 14) съел растение на (7, 15). Голод: 0
2025-03-27 16:22:34.982103: Олень (6, 1) съел растение на (7, 1). Голод: 0
2025-03-27 16:22:34.991100: Олень (3, 0) съел растение на (4, 1). Голод: 0
2025-03-27 16:22:35.004099: Олень (13, 7) съел растение на (12, 7). Голод: 0
2025-03-27 16:22:35.019099: Олень (18, 9) съел растение на (18, 8). Голод: 0
2025-03-27 16:22:35.034112: Олень (7, 9) съел растение на (6, 9). Голод: 0
2025-03-27 16:22:35.049101: Волк переместился с (3, 10) в (4, 11). Голод: 7
2025-03-27 16:22:35.065101: Волк переместился с (6, 12) в (5, 13). Голод: 5
2025-03-27 16:22:35.080099: Волк переместился с (18, 0) в (19, 0). Голод: 5
2025-03-27 16:22:35.097097: Волк переместился с (17, 10) в (17, 9). Голод: 1
2025-03-27 16:22:35.108096: Волк переместился с (3, 17) в (4, 17). Голод: 7
2025-03-27 16:22:35.118100: Волк переместился с (16, 5) в (15, 6). Голод: 7
2025-03-27 16:22:35.128095: Волк переместился с (11, 15) в (10, 14). Голод: 7
2025-03-27 16:22:35.136101: Волк переместился с (2, 13) в (2, 12). Голод: 1
2025-03-27 16:22:35.145099: Волк переместился с (12, 9) в (11, 8). Голод: 7
2025-03-27 16:22:35.154102: Волк переместился с (13, 4) в (13, 5). Голод: 7
2025-03-27 16:22:35.163097: Волк переместился с (10, 10) в (11, 11). Голод: 5
2025-03-27 16:22:35.171102: Волк переместился с (2, 8) в (2, 7). Голод: 5
2025-03-27 16:22:35.180095: Волк переместился с (4, 18) в (4, 17). Голод: 7
2025-03-27 16:22:35.189097: Волк переместился с (9, 16) в (9, 15). Голод: 7
2025-03-27 16:22:35.198097: Волк переместился с (1, 14) в (2, 14). Голод: 7
2025-03-27 16:22:35.206102: Волк переместился с (19, 4) в (0, 5). Голод: 7
2025-03-27 16:22:35.215147: Волк переместился с (4, 5) в (5, 4). Голод: 1
2025-03-27 16:22:35.224096: Волк переместился с (5, 10) в (6, 10). Голод: 7
2025-03-27 16:22:35.234098: Олень переместился с (17, 9) в (17, 8). Голод: 3
2025-03-27 16:22:35.243140: Олень переместился с (1, 0) в (0, 1). Голод: 1
2025-03-27 16:22:35.253097: Олень переместился с (13, 13) в (14, 13). Голод: 1
2025-03-27 16:22:35.262096: Олень переместился с (2, 12) в (1, 11). Голод: 7
2025-03-27 16:22:35.271140: Олень переместился с (13, 0) в (14, 1). Голод: 3
2025-03-27 16:22:35.281096: Олень переместился с (6, 1) в (6, 2). Голод: 1
2025-03-27 16:22:35.289099: Олень переместился с (3, 0) в (3, 19). Голод: 1
2025-03-27 16:22:35.301104: Олень переместился с (13, 7) в (12, 6). Голод: 1
2025-03-27 16:22:35.310096: Олень переместился с (0, 7) в (1, 7). Голод: 5
2025-03-27 16:22:35.319100: Олень переместился с (4, 6) в (5, 7). Голод: 7
2025-03-27 16:22:35.328096: Олень переместился с (18, 9) в (17, 8). Голод: 1
2025-03-27 16:22:35.337096: Олень переместился с (7, 9) в (6, 10). Голод: 1
2025-03-27 16:22:35.894127: Волк (17, 9) съел Олень на (17, 8). Голод: 0
2025-03-27 16:22:35.894798: Олень (17, 8) съел растение на (18, 7). Голод: 0
2025-03-27 16:22:35.903789: Олень (15, 9) съел растение на (14, 10). Голод: 0
2025-03-27 16:22:35.913792: Волк переместился с (4, 11) в (4, 12). Голод: 9
2025-03-27 16:22:35.922796: Волк переместился с (5, 13) в (4, 13). Голод: 7
2025-03-27 16:22:35.931833: Волк переместился с (19, 0) в (18, 0). Голод: 7
2025-03-27 16:22:35.940796: Волк переместился с (17, 9) в (16, 8). Голод: 1
2025-03-27 16:22:35.949833: Волк переместился с (15, 6) в (14, 6). Голод: 9
2025-03-27 16:22:35.958796: Волк переместился с (0, 5) в (0, 6). Голод: 9
2025-03-27 16:22:35.967836: Волк переместился с (0, 4) в (1, 4). Голод: 9
2025-03-27 16:22:35.977062: Волк переместился с (10, 14) в (10, 15). Голод: 9
2025-03-27 16:22:35.986280: Волк переместился с (2, 12) в (3, 13). Голод: 3
2025-03-27 16:22:35.996537: Волк переместился с (11, 8) в (12, 9). Голод: 9
2025-03-27 16:22:36.004725: Волк переместился с (11, 11) в (11, 12). Голод: 7
2025-03-27 16:22:36.013937: Волк переместился с (2, 7) в (1, 8). Голод: 7
2025-03-27 16:22:36.033471: Волк переместился с (2, 14) в (1, 14). Голод: 9
2025-03-27 16:22:36.042649: Волк переместился с (17, 2) в (16, 3). Голод: 7
2025-03-27 16:22:36.051882: Волк переместился с (5, 4) в (5, 5). Голод: 3
2025-03-27 16:22:36.060180: Волк переместился с (6, 10) в (6, 11). Голод: 9
2025-03-27 16:22:36.069256: Олень переместился с (0, 1) в (19, 2). Голод: 3
2025-03-27 16:22:36.079452: Олень переместился с (14, 1) в (13, 0). Голод: 5
2025-03-27 16:22:36.088704: Олень переместился с (8, 14) в (8, 13). Голод: 3
2025-03-27 16:22:36.097960: Олень переместился с (6, 2) в (5, 1). Голод: 3
2025-03-27 16:22:36.107194: Олень переместился с (1, 7) в (1, 8). Голод: 7
2025-03-27 16:22:36.116331: Олень переместился с (15, 9) в (14, 9). Голод: 1
2025-03-27 16:22:36.126550: Волк переместился с (3, 17) в (3, 16). Голод: 1
2025-03-27 16:22:36.134859: Волк переместился с (1, 13) в (2, 12). Голод: 1
2025-03-27 16:22:36.895325: Олень (8, 13) съел растение на (7, 14). Голод: 0
2025-03-27 16:22:36.895936: Олень (14, 9) съел растение на (13, 10). Голод: 0
2025-03-27 16:22:36.904201: Волк переместился с (4, 13) в (4, 14). Голод: 9
2025-03-27 16:22:36.913335: Волк переместился с (18, 0) в (18, 19). Голод: 9
2025-03-27 16:22:36.923092: Волк переместился с (16, 8) в (15, 8). Голод: 3
2025-03-27 16:22:36.932403: Волк переместился с (0, 6) в (0, 5). Голод: 11
2025-03-27 16:22:36.941500: Волк переместился с (1, 4) в (0, 4). Голод: 11
2025-03-27 16:22:36.950787: Волк переместился с (10, 15) в (9, 16). Голод: 11
2025-03-27 16:22:36.961012: Волк переместился с (3, 13) в (2, 14). Голод: 5
2025-03-27 16:22:36.970302: Волк переместился с (12, 9) в (11, 10). Голод: 11
2025-03-27 16:22:36.979524: Волк переместился с (11, 12) в (12, 11). Голод: 9
2025-03-27 16:22:36.989079: Волк переместился с (1, 8) в (0, 7). Голод: 9
2025-03-27 16:22:36.998270: Волк переместился с (16, 3) в (17, 2). Голод: 9
2025-03-27 16:22:37.007490: Волк переместился с (5, 5) в (4, 5). Голод: 5
2025-03-27 16:22:37.016749: Волк переместился с (6, 11) в (7, 12). Голод: 11
2025-03-27 16:22:37.026014: Олень переместился с (8, 13) в (8, 12). Голод: 1
2025-03-27 16:22:37.035153: Олень переместился с (5, 1) в (6, 2). Голод: 5
2025-03-27 16:22:37.043510: Олень переместился с (14, 9) в (15, 8). Голод: 1
2025-03-27 16:22:37.052798: Волк переместился с (3, 16) в (4, 17). Голод: 3
2025-03-27 16:22:37.061929: Волк переместился с (2, 12) в (3, 11). Голод: 3
2025-03-27 16:22:37.902725: Волк (7, 12) съел Олень на (8, 12). Голод: 0
2025-03-27 16:22:37.902725: Волк переместился с (4, 14) в (5, 14). Голод: 11
2025-03-27 16:22:37.911995: Волк переместился с (18, 19) в (19, 19). Голод: 11
2025-03-27 16:22:37.921081: Волк переместился с (15, 8) в (14, 7). Голод: 5
2025-03-27 16:22:37.930346: Волк переместился с (14, 6) в (13, 5). Голод: 13
2025-03-27 16:22:37.939482: Волк переместился с (0, 5) в (1, 4). Голод: 13
2025-03-27 16:22:37.948765: Волк переместился с (0, 4) в (19, 4). Голод: 13
2025-03-27 16:22:37.957899: Волк переместился с (9, 16) в (10, 15). Голод: 13
2025-03-27 16:22:37.966066: Волк переместился с (2, 14) в (2, 13). Голод: 7
2025-03-27 16:22:37.976320: Волк переместился с (0, 7) в (19, 8). Голод: 11
2025-03-27 16:22:37.985878: Волк переместился с (1, 14) в (0, 14). Голод: 13
2025-03-27 16:22:37.995157: Волк переместился с (17, 2) в (16, 1). Голод: 11
2025-03-27 16:22:38.003288: Волк переместился с (4, 5) в (5, 6). Голод: 7
2025-03-27 16:22:38.012530: Волк переместился с (7, 12) в (7, 13). Голод: 1
2025-03-27 16:22:38.021767: Олень переместился с (13, 0) в (13, 19). Голод: 9
2025-03-27 16:22:38.031027: Олень переместился с (8, 12) в (9, 12). Голод: 3
2025-03-27 16:22:38.058556: Олень переместился с (6, 2) в (7, 2). Голод: 7
2025-03-27 16:22:38.087262: Волк переместился с (3, 11) в (4, 10). Голод: 5
2025-03-27 16:22:38.892397: Волк переместился с (5, 14) в (5, 15). Голод: 13
2025-03-27 16:22:38.893006: Волк переместился с (19, 19) в (18, 0). Голод: 13
2025-03-27 16:22:38.901575: Волк переместился с (14, 7) в (15, 6). Голод: 7
2025-03-27 16:22:38.909761: Волк переместился с (1, 4) в (2, 4). Голод: 15
2025-03-27 16:22:38.918977: Волк переместился с (19, 4) в (19, 5). Голод: 15
2025-03-27 16:22:38.928207: Волк переместился с (10, 15) в (9, 15). Голод: 15
2025-03-27 16:22:38.936316: Волк переместился с (2, 13) в (2, 14). Голод: 9
2025-03-27 16:22:38.945497: Волк переместился с (19, 8) в (19, 9). Голод: 13
2025-03-27 16:22:38.955719: Волк переместился с (0, 14) в (1, 15). Голод: 15
2025-03-27 16:22:38.963855: Волк переместился с (5, 6) в (4, 5). Голод: 9
2025-03-27 16:22:38.973123: Волк переместился с (7, 13) в (8, 13). Голод: 3
2025-03-27 16:22:38.981390: Волк переместился с (4, 10) в (4, 11). Голод: 7
2025-03-27 16:22:39.897754: Волк переместился с (18, 0) в (19, 0). Голод: 15
2025-03-27 16:22:39.898439: Волк переместился с (15, 6) в (14, 6). Голод: 9
2025-03-27 16:22:39.906653: Волк переместился с (19, 5) в (18, 5). Голод: 17
2025-03-27 16:22:39.915861: Волк переместился с (16, 1) в (15, 0). Голод: 15
2025-03-27 16:22:39.924003: Волк переместился с (4, 5) в (4, 6). Голод: 11
2025-03-27 16:22:39.932270: Волк переместился с (8, 13) в (7, 12). Голод: 5
2025-03-27 16:22:39.941389: Олень переместился с (7, 2) в (8, 1). Голод: 11
2025-03-27 16:22:39.949703: Волк переместился с (4, 11) в (4, 10). Голод: 9
2025-03-27 16:22:40.903142: Волк переместился с (5, 15) в (6, 15). Голод: 17
2025-03-27 16:22:40.903142: Волк переместился с (19, 0) в (0, 19). Голод: 17
2025-03-27 16:22:40.912422: Волк переместился с (14, 6) в (14, 7). Голод: 11
2025-03-27 16:22:40.920654: Волк переместился с (2, 14) в (2, 13). Голод: 13
2025-03-27 16:22:40.928824: Волк переместился с (19, 9) в (18, 9). Голод: 17
2025-03-27 16:22:40.937079: Волк переместился с (15, 0) в (15, 19). Голод: 17
2025-03-27 16:22:40.946254: Волк переместился с (4, 6) в (4, 7). Голод: 13
2025-03-27 16:22:40.954431: Волк переместился с (7, 12) в (6, 12). Голод: 7
2025-03-27 16:22:40.963661: Олень переместился с (8, 1) в (8, 0). Голод: 13
2025-03-27 16:22:40.974926: Волк переместился с (4, 10) в (5, 9). Голод: 11
2025-03-27 16:22:41.905395: Волк переместился с (6, 15) в (7, 14). Голод: 19
2025-03-27 16:22:41.905395: Волк переместился с (0, 19) в (1, 0). Голод: 19
2025-03-27 16:22:41.915709: Волк переместился с (14, 7) в (13, 7). Голод: 13
2025-03-27 16:22:41.924926: Волк переместился с (2, 13) в (2, 14). Голод: 15
2025-03-27 16:22:41.933099: Волк переместился с (18, 9) в (19, 10). Голод: 19
2025-03-27 16:22:41.942300: Волк переместился с (15, 19) в (16, 19). Голод: 19
2025-03-27 16:22:41.950600: Волк переместился с (4, 7) в (4, 6). Голод: 15
2025-03-27 16:22:41.959834: Волк переместился с (6, 12) в (7, 13). Голод: 9
2025-03-27 16:22:41.968973: Олень переместился с (8, 0) в (9, 1). Голод: 15
2025-03-27 16:22:42.892395: Олень (9, 1) съел растение на (10, 2). Голод: 0
2025-03-27 16:22:42.893009: Волк умер от голода на (7, 14).
2025-03-27 16:22:42.902273: Волк умер от голода на (1, 0).
2025-03-27 16:22:42.910439: Волк умер от голода на (19, 10).
2025-03-27 16:22:42.919694: Волк переместился с (7, 14) в (6, 15). Голод: 21
2025-03-27 16:22:42.928946: Волк переместился с (1, 0) в (1, 19). Голод: 21
2025-03-27 16:22:42.938118: Волк переместился с (13, 7) в (12, 8). Голод: 15
2025-03-27 16:22:42.948261: Волк переместился с (2, 14) в (3, 15). Голод: 17
2025-03-27 16:22:42.957526: Волк переместился с (4, 6) в (4, 5). Голод: 17
2025-03-27 16:22:42.966788: Волк переместился с (7, 13) в (8, 12). Голод: 11
2025-03-27 16:22:42.976002: Олень переместился с (9, 1) в (8, 2). Голод: 1
2025-03-27 16:22:42.986262: Волк переместился с (5, 9) в (6, 10). Голод: 15
2025-03-27 16:22:43.896178: Олень (8, 2) съел растение на (9, 2). Голод: 0
2025-03-27 16:22:43.896178: Волк переместился с (3, 15) в (4, 14). Голод: 19
2025-03-27 16:22:43.906318: Волк переместился с (4, 5) в (5, 4). Голод: 19
2025-03-27 16:22:43.916579: Волк переместился с (8, 12) в (9, 11). Голод: 13
2025-03-27 16:22:43.925711: Олень переместился с (8, 2) в (9, 3). Голод: 1
2025-03-27 16:22:43.936009: Волк переместился с (6, 10) в (5, 11). Голод: 17
2025-03-27 16:22:44.904623: Волк умер от голода на (4, 14).
2025-03-27 16:22:44.904623: Волк умер от голода на (5, 4).
2025-03-27 16:22:44.914936: Волк переместился с (4, 14) в (3, 14). Голод: 21
2025-03-27 16:22:44.925116: Волк переместился с (9, 11) в (10, 10). Голод: 15
2025-03-27 16:22:44.935372: Олень переместился с (9, 3) в (8, 2). Голод: 3
2025-03-27 16:22:44.944585: Волк переместился с (5, 11) в (4, 11). Голод: 19
2025-03-27 16:22:45.897376: Волк умер от голода на (4, 11).
2025-03-27 16:22:45.897376: Волк переместился с (10, 10) в (9, 11). Голод: 17
2025-03-27 16:22:45.906517: Олень переместился с (8, 2) в (7, 2). Голод: 5
2025-03-27 16:22:45.914820: Волк переместился с (4, 11) в (3, 11). Голод: 21
2025-03-27 16:22:46.901861: Волк переместился с (9, 11) в (10, 10). Голод: 19
2025-03-27 16:22:46.902541: Олень переместился с (7, 2) в (8, 1). Голод: 7
2025-03-27 16:22:47.896580: Волк умер от голода на (10, 10).
2025-03-27 16:22:47.897225: Волк переместился с (10, 10) в (11, 9). Голод: 21
2025-03-27 16:22:47.905355: Олень переместился с (8, 1) в (7, 1). Голод: 9
2025-03-27 16:22:48.904644: Олень переместился с (7, 1) в (6, 0). Голод: 11
2025-03-27 16:22:50.899830: Олень переместился с (6, 0) в (6, 19). Голод: 15
2025-03-27 16:22:51.891789: Олень (6, 19) съел растение на (5, 19). Голод: 0
2025-03-27 16:22:51.891789: Олень переместился с (6, 19) в (5, 18). Голод: 1
2025-03-27 16:22:53.891266: Олень (5, 18) съел растение на (6, 18). Голод: 0
2025-03-27 16:22:53.891266: Олень переместился с (5, 18) в (5, 19). Голод: 1
2025-03-27 16:22:54.905184: Олень переместился с (5, 19) в (5, 0). Голод: 3
2025-03-27 16:22:55.897843: Олень переместился с (5, 0) в (5, 19). Голод: 5
2025-03-27 16:22:56.899100: Олень переместился с (5, 19) в (6, 0). Голод: 7
2025-03-27 16:22:58.892644: Олень переместился с (6, 0) в (5, 19). Голод: 11
2025-03-27 16:22:59.895122: Олень переместился с (5, 19) в (5, 18). Голод: 13
2025-03-27 16:23:00.894833: Олень переместился с (5, 18) в (6, 18). Голод: 15
2025-03-27 16:23:01.902196: Олень переместился с (6, 18) в (5, 18). Голод: 17
2025-03-27 16:23:03.903308: Олень (5, 18) съел растение на (4, 17). Голод: 0
2025-03-27 16:23:03.904058: Олень переместился с (5, 18) в (4, 19). Голод: 1
2025-03-27 16:23:04.890658: Олень (4, 19) съел растение на (3, 19). Голод: 0
2025-03-27 16:23:04.890658: Олень переместился с (4, 19) в (5, 18). Голод: 1
2025-03-27 16:23:05.898177: Олень переместился с (5, 18) в (4, 19). Голод: 3
2025-03-27 16:23:06.896414: Олень переместился с (4, 19) в (5, 0). Голод: 5
2025-03-27 16:23:07.898858: Олень переместился с (5, 0) в (4, 19). Голод: 7
2025-03-27 16:23:08.893816: Олень переместился с (4, 19) в (3, 18). Голод: 9
2025-03-27 16:23:09.895422: Олень переместился с (3, 18) в (2, 17). Голод: 11
